price,area,floor_number,bedroom_number,is_dinning_room,is_kitchen,is_terrace,is_car_pack,type,direction,street_in_front_of_house,width,city,district
5.2,49.0,4.0,6.0,False,False,False,False,Nhà trong hẻm,None,2.0,4.0,Hồ Chí Minh,Nội thành
7.5,90.0,1.0,2.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hồ Chí Minh,Nội thành
6.9,72.0,1.0,2.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hồ Chí Minh,Nội thành
6.35,110.0,2.0,4.0,False,False,False,False,Nhà trong hẻm,Tây,4.0,4.3,Hồ Chí Minh,Ngoại thành
10.7,80.0,3.0,4.0,False,False,False,False,Nhà mặt tiền,Tây Bắc,12.0,4.0,Hồ Chí Minh,Ngoại thành
6.6,60.0,6.0,6.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.0,Hà Nội,Nội thành
7.9,83.0,3.0,4.0,True,True,True,True,Nhà mặt tiền,Tây Bắc,12.0,4.0,Hồ Chí Minh,Ngoại thành
2.05,36.0,4.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.6,Hà Nội,Ngoại thành
3.9,40.0,5.0,6.0,True,True,True,True,Nhà trong hẻm,None,3.5,3.4,Hà Nội,Ngoại thành
3.7,34.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.0,3.5,Hà Nội,Nội thành
11.5,85.0,5.0,6.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.5,Hồ Chí Minh,Nội thành
2.45,35.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Ngoại thành
6.5,55.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,6.0,6.0,Hà Nội,Nội thành
6.7,40.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.5,Hồ Chí Minh,Nội thành
4.4,47.0,4.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
3.65,40.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,3.0,Hồ Chí Minh,Nội thành
7.1,50.0,3.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.0,Hồ Chí Minh,Nội thành
6.6,40.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.0,Hồ Chí Minh,Nội thành
5.5,46.0,2.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.2,Hồ Chí Minh,Nội thành
5.5,42.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.2,Hồ Chí Minh,Nội thành
4.5,40.0,6.0,4.0,True,True,True,True,Nhà trong hẻm,None,8.0,4.2,Hà Nội,Ngoại thành
5.45,32.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.2,Hồ Chí Minh,Nội thành
3.6,33.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,8.0,3.1,Hồ Chí Minh,Nội thành
7.0,70.0,3.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.3,Hồ Chí Minh,Nội thành
3.2,42.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.9,Hồ Chí Minh,Nội thành
7.1,70.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.6,Hồ Chí Minh,Nội thành
7.9,80.0,2.0,5.0,False,False,False,False,Nhà trong hẻm,None,5.0,5.3,Hồ Chí Minh,Nội thành
12.9,70.0,5.0,6.0,False,False,False,False,Nhà trong hẻm,None,14.0,4.2,Hồ Chí Minh,Nội thành
6.6,60.0,6.0,6.0,True,True,True,True,Nhà trong hẻm,None,7.0,4.0,Hà Nội,Nội thành
8.9,78.0,3.0,5.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
8.3,70.0,3.0,3.0,False,False,False,False,Nhà trong hẻm,None,4.0,3.7,Hồ Chí Minh,Nội thành
3.2,34.0,6.0,3.0,True,True,True,True,Nhà trong hẻm,Đông Nam,3.0,3.4,Hà Nội,Ngoại thành
13.5,64.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,Đông Nam,8.0,4.1,Hồ Chí Minh,Nội thành
3.7,37.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,1.8,4.447257932086094,Hà Nội,Ngoại thành
9.9,69.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
6.45,44.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Nội thành
6.9,55.0,5.0,5.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.2,Hồ Chí Minh,Nội thành
7.4,50.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.5,3.4,Hồ Chí Minh,Nội thành
2.4,55.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
8.4,62.0,1.0,2.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.1,Hồ Chí Minh,Nội thành
6.6,71.0,5.0,5.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.5,Hồ Chí Minh,Nội thành
3.7,40.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Ngoại thành
5.68,36.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,7.0,4.447257932086094,Hà Nội,Nội thành
2.42,37.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Ngoại thành
3.28,43.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Nội thành
2.34,34.0,4.0,3.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Ngoại thành
10.0,66.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.2,Hồ Chí Minh,Nội thành
5.65,38.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,8.0,4.447257932086094,Hà Nội,Nội thành
3.25,35.0,5.0,5.0,True,True,True,False,Nhà trong hẻm,None,3.0,3.7,Hà Nội,Ngoại thành
5.3,85.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,5.0,Hà Nội,Nội thành
2.35,34.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
5.0,60.0,2.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hồ Chí Minh,Nội thành
5.6,64.0,2.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
5.6,65.0,3.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
4.5,67.0,1.0,2.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hồ Chí Minh,Nội thành
2.2,46.0,3.0,3.0,False,False,False,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Ngoại thành
5.45,49.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Nội thành
5.3,46.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
4.6,42.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.4,52.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.95,55.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.1,Hà Nội,Nội thành
4.5,49.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Nội thành
4.2,38.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.65,45.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
4.85,46.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.3,Hà Nội,Nội thành
2.45,32.0,4.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,3.6,Hà Nội,Ngoại thành
5.5,63.0,4.0,6.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.3,Hà Nội,Nội thành
2.65,33.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,2.5,3.0,Hà Nội,Ngoại thành
3.0,45.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Ngoại thành
4.75,49.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
3.8,59.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
5.8,50.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.2,Hà Nội,Nội thành
2.35,33.0,4.0,3.0,False,False,False,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Ngoại thành
5.7,42.0,2.0,2.0,True,True,False,False,Nhà trong hẻm,None,2.0,5.8,Hồ Chí Minh,Nội thành
4.3,40.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.6,4.447257932086094,Hà Nội,Nội thành
5.1,75.0,4.0,2.0,True,True,False,False,Nhà trong hẻm,None,4.0,4.0,Hồ Chí Minh,Nội thành
4.0,52.0,3.0,3.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hồ Chí Minh,Nội thành
4.96,45.0,6.0,6.0,True,True,True,False,Nhà trong hẻm,None,2.5,4.447257932086094,Hà Nội,Nội thành
1.88,23.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,2.5,4.0,Hà Nội,Nội thành
3.6,34.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.0,3.4,Hà Nội,Nội thành
8.8,103.0,1.0,3.0,True,True,False,False,Nhà trong hẻm,None,3.0,4.76,Hồ Chí Minh,Nội thành
5.7,71.0,3.0,7.0,True,True,True,True,Nhà trong hẻm,None,6.0,3.7,Hồ Chí Minh,Nội thành
6.95,58.0,3.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
6.9,48.0,2.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hồ Chí Minh,Nội thành
7.9,100.0,2.0,3.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
5.2,64.0,3.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
7.9,68.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
6.9,102.0,2.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hồ Chí Minh,Nội thành
2.35,34.0,4.0,2.0,True,True,True,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Nội thành
4.5,65.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
3.1,30.0,4.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
3.0,31.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
2.58,37.0,3.0,3.0,False,False,False,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Nội thành
2.2,32.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Nội thành
2.58,30.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Nội thành
2.92,30.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
2.3,30.0,4.0,2.0,False,False,False,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Nội thành
2.45,31.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Nội thành
5.8,90.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Nội thành
4.6,45.0,5.0,3.0,False,False,False,False,Nhà mặt tiền,None,5.0,4.447257932086094,Hà Nội,Nội thành
3.85,38.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
6.3,51.0,5.0,5.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Nội thành
2.69,40.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
6.4,40.0,5.0,3.0,False,False,False,False,Nhà mặt tiền,None,10.0,4.447257932086094,Hà Nội,Nội thành
7.4,44.0,4.0,3.0,False,False,False,False,Nhà mặt tiền,None,10.0,4.447257932086094,Hà Nội,Nội thành
5.6,64.0,2.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
4.2,45.0,4.0,4.0,True,True,False,False,Nhà trong hẻm,None,2.5,3.5,Hà Nội,Nội thành
1.3,59.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
5.0,35.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,3.5,Hồ Chí Minh,Nội thành
3.75,36.0,6.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Ngoại thành
4.55,40.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,5.2,Hà Nội,Ngoại thành
6.5,44.0,4.0,4.0,True,True,True,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hồ Chí Minh,Nội thành
7.2,85.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hồ Chí Minh,Nội thành
2.52,30.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Nội thành
5.0,47.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
7.6,60.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hồ Chí Minh,Nội thành
7.0,52.0,3.0,5.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hồ Chí Minh,Nội thành
5.7,50.0,1.0,2.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
6.5,78.0,3.0,4.0,False,False,False,False,Nhà trong hẻm,None,8.0,4.447257932086094,Hồ Chí Minh,Nội thành
6.1,60.0,3.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hồ Chí Minh,Nội thành
1.8,41.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
6.1,93.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hồ Chí Minh,Nội thành
8.5,79.0,1.0,2.0,False,False,False,False,Nhà trong hẻm,None,8.0,4.447257932086094,Hồ Chí Minh,Nội thành
4.55,46.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
6.45,54.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Nội thành
3.45,40.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.5,Hà Nội,Nội thành
3.1,39.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,3.9,Hà Nội,Nội thành
3.6,44.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
7.6,112.0,3.0,5.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.4,Hà Nội,Nội thành
7.5,86.0,2.0,2.0,False,False,False,False,Nhà mặt tiền,None,10.0,4.0,Hồ Chí Minh,Ngoại thành
5.99,45.0,5.0,3.0,False,False,False,False,Nhà mặt tiền,None,5.0,4.447257932086094,Hà Nội,Nội thành
5.2,64.0,2.0,2.0,False,False,False,False,Nhà mặt tiền,None,8.0,3.2,Hồ Chí Minh,Ngoại thành
4.8,46.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
11.5,105.0,3.0,3.0,False,False,False,False,Nhà mặt tiền,None,10.0,5.2,Hồ Chí Minh,Ngoại thành
6.0,53.0,2.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hồ Chí Minh,Nội thành
5.8,110.0,1.0,2.0,False,False,False,False,Nhà mặt tiền,None,5.0,5.0,Hồ Chí Minh,Ngoại thành
4.3,50.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.7,Hồ Chí Minh,Ngoại thành
6.7,100.0,3.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hồ Chí Minh,Ngoại thành
8.9,92.0,3.0,3.0,False,False,False,False,Nhà mặt tiền,None,12.0,4.0,Hồ Chí Minh,Ngoại thành
10.1,80.0,4.0,4.0,False,False,False,False,Nhà mặt tiền,None,10.0,4.0,Hồ Chí Minh,Ngoại thành
4.7,55.0,2.0,2.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hồ Chí Minh,Ngoại thành
6.5,105.0,4.0,4.0,False,False,False,False,Nhà mặt tiền,None,10.0,4.0,Hồ Chí Minh,Ngoại thành
5.25,50.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
6.5,63.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.5,Hồ Chí Minh,Ngoại thành
3.3,50.0,2.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.0,Hồ Chí Minh,Ngoại thành
5.1,100.0,2.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,5.0,Hồ Chí Minh,Ngoại thành
8.25,50.0,1.0,4.0,False,False,False,False,Nhà mặt tiền,None,5.0,4.5,Hà Nội,Nội thành
2.15,25.0,4.0,3.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.2,Hà Nội,Nội thành
4.0,21.0,3.0,3.0,False,False,False,False,Nhà mặt tiền,None,5.0,4.6,Hà Nội,Nội thành
5.45,46.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
3.5,39.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.0,47.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.25,39.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.75,49.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
4.2,43.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.5,65.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
4.5,65.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
5.35,49.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
5.65,48.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
3.3,35.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.1,42.0,6.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
3.5,25.0,4.0,5.0,False,False,False,False,Nhà mặt tiền,None,5.0,4.3,Hà Nội,Nội thành
4.55,44.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.45,44.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.15,42.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
3.5,40.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
5.65,46.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
5.9,55.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
3.8,44.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
4.5,43.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
3.0,36.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
5.35,49.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.2,Hà Nội,Nội thành
3.4,41.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.5,64.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
4.0,44.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
5.75,47.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.5,Hà Nội,Nội thành
5.85,53.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.3,Hà Nội,Nội thành
4.3,55.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.3,Hà Nội,Nội thành
5.5,48.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Nội thành
5.6,47.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Nội thành
4.2,39.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
5.05,46.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.3,Hà Nội,Nội thành
5.6,44.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.5,Hà Nội,Nội thành
4.3,43.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
4.7,53.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
5.15,43.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.1,Hà Nội,Nội thành
4.4,46.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.95,47.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
4.85,44.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
4.65,43.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
5.35,43.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.3,Hà Nội,Nội thành
4.95,44.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.1,Hà Nội,Nội thành
4.8,48.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
5.45,48.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.4,Hà Nội,Nội thành
4.45,37.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
4.95,49.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
3.5,37.0,6.0,3.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.5,Hà Nội,Nội thành
5.5,47.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
4.55,47.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.35,39.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
4.0,40.0,5.0,5.0,True,True,True,True,Nhà mặt tiền,None,7.0,4.447257932086094,Hà Nội,Nội thành
1.85,38.0,2.0,2.0,False,False,False,False,Nhà mặt tiền,None,3.0,3.8,Hà Nội,Ngoại thành
3.0,40.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
3.0,31.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
4.6,40.0,5.0,6.0,True,True,True,False,Nhà trong hẻm,None,2.5,4.0,Hà Nội,Nội thành
4.3,40.0,5.0,6.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Ngoại thành
4.8,53.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
3.0,35.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
5.5,50.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
4.7,45.0,5.0,7.0,True,True,True,False,Nhà trong hẻm,None,3.0,5.0,Hà Nội,Nội thành
6.55,53.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
3.0,35.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Nội thành
4.65,50.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,3.8,Hà Nội,Nội thành
4.2,31.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,6.0,Hà Nội,Nội thành
3.7,35.0,4.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,7.0,Hà Nội,Nội thành
4.9,55.0,4.0,5.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
5.5,45.0,5.0,6.0,True,True,True,False,Nhà trong hẻm,None,2.5,4.0,Hà Nội,Nội thành
4.5,45.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.3,Hà Nội,Nội thành
4.8,36.0,6.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Ngoại thành
1.96,41.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,3.8,Hà Nội,Ngoại thành
1.35,30.0,2.0,2.0,True,True,True,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Nội thành
3.3,80.0,2.0,3.0,False,False,False,False,Nhà trong hẻm,None,5.0,5.0,Hồ Chí Minh,Ngoại thành
3.5,85.0,4.0,3.0,False,False,False,False,Nhà trong hẻm,None,4.0,6.0,Hồ Chí Minh,Ngoại thành
5.7,46.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
4.3,50.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Nội thành
