price,area,floor_number,bedroom_number,is_dinning_room,is_kitchen,is_terrace,is_car_pack,type,direction,street_in_front_of_house,width,city,district
14.8,55.0,5.0,3.0,True,True,True,True,Nhà mặt tiền,None,8.0,4.4,Hà Nội,Nội thành
4.8,45.0,5.0,7.0,True,True,True,False,Nhà trong hẻm,None,2.5,4.447257932086094,Hà Nội,Nội thành
7.9,46.0,4.0,3.0,True,True,True,True,Nhà trong hẻm,None,9.0,4.447257932086094,Hà Nội,Nội thành
9.0,107.0,1.0,3.0,False,False,False,False,Nhà trong hẻm,None,10.0,7.0,Hồ Chí Minh,Nội thành
13.5,39.0,6.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,6.0,Hà Nội,Nội thành
5.4,75.0,5.0,6.0,True,True,True,False,Nhà trong hẻm,None,3.0,5.0,Hà Nội,Nội thành
3.4,50.0,4.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
2.95,32.0,4.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.2,50.0,5.0,6.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.5,Hà Nội,Ngoại thành
3.0,33.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
3.6,45.0,6.0,6.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
3.7,40.0,5.0,6.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
2.7,35.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Ngoại thành
5.0,51.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.2,Hà Nội,Ngoại thành
3.45,40.0,5.0,6.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Ngoại thành
10.8,30.0,4.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Nội thành
4.8,50.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.8,Hà Nội,Nội thành
3.6,42.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
8.6,45.0,5.0,4.0,True,True,True,True,Nhà mặt tiền,None,12.0,5.4,Hà Nội,Nội thành
3.35,40.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Ngoại thành
2.7,40.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
4.0,50.0,5.0,6.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
3.8,42.0,5.0,6.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
7.2,72.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,8.0,4.0,Hồ Chí Minh,Nội thành
9.0,46.0,7.0,6.0,True,True,True,True,Nhà trong hẻm,None,12.0,4.447257932086094,Hà Nội,Nội thành
3.2,35.0,6.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Ngoại thành
7.6,55.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,5.0,Hà Nội,Nội thành
3.6,31.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
5.0,60.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.5,5.0,Hà Nội,Nội thành
4.6,50.0,5.0,6.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.5,Hà Nội,Ngoại thành
4.6,52.0,4.0,4.0,True,True,True,False,Nhà trong hẻm,None,2.5,4.447257932086094,Hà Nội,Nội thành
4.1,45.0,5.0,6.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
13.6,40.0,5.0,4.0,True,True,True,True,Nhà mặt tiền,None,9.0,5.0,Hà Nội,Nội thành
3.5,30.0,4.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.5,Hà Nội,Nội thành
5.6,30.0,4.0,2.0,True,True,True,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Nội thành
5.5,40.0,4.0,4.0,True,True,True,False,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
3.1,40.0,4.0,4.0,True,True,True,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Ngoại thành
11.0,101.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,6.0,Hà Nội,Nội thành
7.0,50.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,8.0,4.5,Hà Nội,Nội thành
7.0,50.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,8.0,4.5,Hà Nội,Nội thành
3.1,35.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,2.5,4.5,Hà Nội,Nội thành
1.65,22.0,4.0,2.0,True,True,True,True,Nhà trong hẻm,None,2.0,3.0,Hà Nội,Nội thành
10.0,55.0,4.0,4.0,True,True,True,True,Nhà mặt tiền,None,15.0,6.0,Hà Nội,Nội thành
7.5,40.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,6.0,5.5,Hà Nội,Nội thành
6.35,50.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
14.7,65.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.5,Hà Nội,Nội thành
4.3,35.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,3.5,4.0,Hà Nội,Nội thành
4.0,40.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,2.0,4.5,Hà Nội,Nội thành
3.1,31.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,2.0,5.0,Hà Nội,Nội thành
6.6,45.0,6.0,4.0,True,True,True,False,Nhà trong hẻm,None,2.5,4.447257932086094,Hà Nội,Nội thành
4.1,38.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,2.5,6.5,Hà Nội,Nội thành
2.9,31.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,2.0,4.0,Hà Nội,Nội thành
6.8,50.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,5.0,Hà Nội,Nội thành
4.1,44.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Nội thành
4.85,55.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,5.0,Hà Nội,Nội thành
3.15,35.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,2.0,4.0,Hà Nội,Nội thành
8.95,42.0,7.0,4.0,True,True,True,True,Nhà mặt tiền,None,10.0,4.5,Hà Nội,Nội thành
3.0,40.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,2.0,4.0,Hà Nội,Nội thành
11.0,76.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hà Nội,Ngoại thành
9.5,65.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
5.5,35.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,2.0,4.0,Hà Nội,Nội thành
11.2,100.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,8.0,5.5,Hà Nội,Nội thành
5.9,40.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
5.1,50.0,5.0,4.0,True,False,True,True,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Ngoại thành
5.8,55.0,4.0,5.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.3,43.0,5.0,7.0,True,True,True,False,Nhà trong hẻm,None,2.5,4.447257932086094,Hà Nội,Nội thành
11.5,40.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
7.6,43.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
8.5,46.0,5.0,5.0,True,True,True,True,Nhà mặt tiền,None,9.0,4.447257932086094,Hà Nội,Nội thành
13.2,30.0,4.0,3.0,True,True,True,True,Nhà mặt tiền,None,12.0,4.447257932086094,Hà Nội,Nội thành
10.6,75.0,5.0,5.0,True,True,True,True,Nhà mặt tiền,None,10.0,4.447257932086094,Hà Nội,Nội thành
7.3,45.0,4.0,3.0,True,True,True,False,Nhà trong hẻm,None,2.2,4.447257932086094,Hà Nội,Nội thành
7.1,50.0,5.0,6.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Nội thành
10.0,75.0,4.0,4.0,False,False,False,False,Nhà mặt tiền,None,12.0,4.447257932086094,Hà Nội,Ngoại thành
11.8,25.0,6.0,4.0,True,True,True,False,Nhà mặt tiền,None,10.0,3.0,Hà Nội,Nội thành
7.6,60.0,5.0,4.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
4.5,30.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,3.8,Hà Nội,Nội thành
4.9,45.0,5.0,5.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
6.95,42.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
3.35,55.0,3.0,2.0,True,True,True,False,Nhà trong hẻm,None,2.5,4.447257932086094,Hà Nội,Nội thành
5.1,40.0,4.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Nội thành
15.0,55.0,3.0,3.0,True,True,True,True,Nhà mặt tiền,None,12.0,5.0,Hà Nội,Nội thành
7.95,30.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Nội thành
4.4,38.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Nội thành
13.4,41.0,5.0,3.0,True,True,True,True,Nhà mặt tiền,None,12.0,4.447257932086094,Hà Nội,Nội thành
4.7,55.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.5,Hà Nội,Ngoại thành
5.8,31.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.3,Hà Nội,Nội thành
7.5,123.0,4.0,2.0,False,False,False,False,Nhà mặt tiền,None,12.0,5.0,Hồ Chí Minh,Ngoại thành
3.6,38.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,5.0,Hà Nội,Ngoại thành
4.2,42.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.3,Hà Nội,Ngoại thành
12.6,48.0,7.0,4.0,False,False,False,False,Nhà mặt tiền,None,5.0,3.6,Hà Nội,Nội thành
1.55,64.0,1.0,2.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hồ Chí Minh,Ngoại thành
4.7,52.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.0,Hà Nội,Ngoại thành
3.65,32.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,Bắc,4.3,3.5,Hà Nội,Ngoại thành
5.5,35.0,5.0,3.0,True,True,True,False,Nhà trong hẻm,None,2.0,4.447257932086094,Hà Nội,Nội thành
1.83,60.0,1.0,2.0,False,False,False,False,Nhà trong hẻm,None,6.0,5.0,Hồ Chí Minh,Ngoại thành
1.55,64.0,1.0,2.0,False,False,False,False,Nhà trong hẻm,None,6.0,5.0,Hồ Chí Minh,Ngoại thành
1.6,64.0,1.0,2.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hồ Chí Minh,Ngoại thành
1.8,40.0,2.0,3.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.0,Hồ Chí Minh,Ngoại thành
1.53,40.0,1.0,2.0,False,False,False,False,Nhà trong hẻm,None,6.0,4.447257932086094,Hồ Chí Minh,Ngoại thành
11.0,55.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,15.0,4.0,Hà Nội,Ngoại thành
6.5,65.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,5.0,Hà Nội,Nội thành
5.4,47.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.5,Hà Nội,Nội thành
6.25,52.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.5,Hà Nội,Nội thành
6.35,50.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,5.0,Hà Nội,Nội thành
6.2,46.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Nội thành
3.25,40.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Ngoại thành
4.25,48.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,6.0,Hà Nội,Nội thành
3.2,35.0,6.0,4.0,False,False,False,False,Nhà mặt tiền,None,3.0,4.0,Hà Nội,Nội thành
5.1,45.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,5.0,Hà Nội,Nội thành
5.0,47.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
5.3,56.0,5.0,6.0,False,False,False,False,Nhà trong hẻm,None,5.0,3.5,Hà Nội,Nội thành
4.5,45.0,5.0,3.0,False,False,False,False,Nhà trong hẻm,None,3.5,5.0,Hà Nội,Nội thành
4.59,50.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
13.5,60.0,6.0,4.0,False,False,False,False,Nhà mặt tiền,None,10.0,5.0,Hà Nội,Nội thành
11.5,60.0,7.0,5.0,False,False,False,False,Nhà mặt tiền,None,8.0,5.0,Hà Nội,Nội thành
10.3,55.0,7.0,5.0,False,False,False,False,Nhà mặt tiền,None,7.0,4.0,Hà Nội,Nội thành
4.6,38.0,5.0,6.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
12.8,70.0,6.0,6.0,False,False,False,False,Nhà mặt tiền,None,6.0,4.0,Hà Nội,Ngoại thành
4.63,50.0,4.0,3.0,False,False,False,False,Nhà mặt tiền,None,5.0,4.0,Hà Nội,Nội thành
6.8,60.0,4.0,4.0,False,False,False,False,Nhà mặt tiền,None,3.0,3.5,Hà Nội,Nội thành
6.0,55.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
4.5,40.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,5.0,Hà Nội,Nội thành
7.1,48.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,3.5,Hà Nội,Nội thành
5.0,70.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,7.0,Hà Nội,Nội thành
5.9,48.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,5.0,6.0,Hà Nội,Nội thành
5.0,54.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,5.0,Hà Nội,Nội thành
6.0,65.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
6.7,55.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
3.6,40.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
2.9,40.0,4.0,3.0,False,False,False,False,Nhà trong hẻm,Đông Nam,2.5,4.447257932086094,Hà Nội,Ngoại thành
4.05,38.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,3.5,Hà Nội,Ngoại thành
5.4,65.0,5.0,5.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Ngoại thành
3.4,30.0,4.0,4.0,False,False,False,False,Nhà mặt tiền,None,7.0,3.3,Hà Nội,Ngoại thành
4.8,50.0,5.0,4.0,False,False,False,False,Nhà mặt tiền,None,12.0,4.0,Hà Nội,Ngoại thành
3.8,42.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
7.4,55.0,5.0,6.0,False,False,False,False,Nhà mặt tiền,None,7.0,4.447257932086094,Hà Nội,Ngoại thành
6.6,50.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,12.0,4.0,Hà Nội,Ngoại thành
6.4,50.0,5.0,5.0,False,False,False,False,Nhà trong hẻm,None,12.0,4.4,Hà Nội,Ngoại thành
4.8,60.0,4.0,5.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.0,Hồ Chí Minh,Ngoại thành
8.0,50.0,7.0,6.0,False,False,False,False,Nhà mặt tiền,None,12.0,4.0,Hà Nội,Ngoại thành
5.0,99.0,1.0,3.0,False,False,False,True,Nhà trong hẻm,None,4.0,5.0,Hồ Chí Minh,Ngoại thành
5.5,100.0,1.0,3.0,True,True,False,True,Nhà trong hẻm,Bắc,5.0,5.0,Hồ Chí Minh,Ngoại thành
4.85,42.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.5,Hà Nội,Nội thành
1.75,85.0,4.0,2.0,True,True,True,True,Nhà trong hẻm,None,2.0,4.0,Hà Nội,Nội thành
6.0,50.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,5.0,Hà Nội,Nội thành
7.0,55.0,5.0,6.0,False,False,False,False,Nhà mặt tiền,None,7.0,4.447257932086094,Hà Nội,Ngoại thành
2.0,35.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,6.0,3.5,Hà Nội,Ngoại thành
2.8,40.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,5.0,Hà Nội,Ngoại thành
4.0,38.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,3.6,Hà Nội,Ngoại thành
4.0,52.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.0,Hà Nội,Ngoại thành
5.0,38.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.5,Hà Nội,Ngoại thành
6.0,56.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,5.0,7.0,Hà Nội,Nội thành
2.8,40.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,3.8,Hà Nội,Ngoại thành
3.5,35.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,3.5,Hà Nội,Ngoại thành
3.2,38.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.2,Hà Nội,Ngoại thành
3.7,39.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,3.5,Hà Nội,Ngoại thành
4.0,38.0,6.0,6.0,True,True,True,True,Nhà trong hẻm,None,6.0,6.0,Hà Nội,Ngoại thành
2.8,40.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,6.0,3.8,Hà Nội,Ngoại thành
4.8,40.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,10.0,4.5,Hà Nội,Ngoại thành
2.8,32.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,5.2,Hà Nội,Ngoại thành
3.2,42.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.2,Hà Nội,Ngoại thành
3.7,37.0,5.0,6.0,True,True,True,True,Nhà trong hẻm,None,6.0,3.5,Hà Nội,Ngoại thành
3.0,31.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.0,Hà Nội,Ngoại thành
6.9,54.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,6.0,Hà Nội,Nội thành
4.7,30.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,10.0,3.8,Hà Nội,Ngoại thành
2.9,35.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,10.0,3.9,Hà Nội,Ngoại thành
6.5,47.0,5.0,7.0,True,True,True,True,Nhà trong hẻm,None,10.0,4.4,Hà Nội,Ngoại thành
5.7,55.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,5.5,Hà Nội,Nội thành
7.95,50.0,6.0,8.0,False,False,False,False,Nhà trong hẻm,None,12.0,5.5,Hà Nội,Ngoại thành
10.2,60.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Nội thành
9.2,45.0,5.0,4.0,False,False,False,False,Nhà mặt tiền,None,8.0,4.0,Hà Nội,Nội thành
6.9,64.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,5.0,6.0,Hà Nội,Ngoại thành
3.65,39.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,3.5,Hà Nội,Ngoại thành
3.75,47.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Ngoại thành
8.8,51.0,5.0,6.0,True,True,True,True,Nhà mặt tiền,None,8.0,4.0,Hà Nội,Nội thành
8.8,53.0,5.0,6.0,True,True,True,True,Nhà mặt tiền,None,8.0,5.0,Hà Nội,Nội thành
8.8,55.0,5.0,4.0,True,True,True,True,Nhà mặt tiền,None,8.0,5.0,Hà Nội,Nội thành
2.47,33.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
7.0,48.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,5.5,Hà Nội,Ngoại thành
2.48,32.0,4.0,2.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
6.6,40.0,7.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
2.2,27.0,3.0,2.0,True,True,True,True,Nhà trong hẻm,None,5.0,3.4,Hà Nội,Nội thành
2.85,33.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,3.8,Hà Nội,Ngoại thành
3.8,58.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
3.5,46.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
5.3,50.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Ngoại thành
4.59,62.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
4.5,40.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
3.2,35.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,3.5,4.447257932086094,Hà Nội,Ngoại thành
3.2,35.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.447257932086094,Hà Nội,Ngoại thành
11.0,80.0,4.0,4.0,False,False,False,False,Nhà mặt tiền,None,6.0,4.0,Hà Nội,Ngoại thành
3.75,40.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,5.0,Hà Nội,Ngoại thành
7.55,100.0,5.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Ngoại thành
3.48,25.0,2.0,2.0,True,True,False,False,Nhà trong hẻm,None,3.0,3.2,Hồ Chí Minh,Nội thành
6.5,80.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,1.0,5.0,Hà Nội,Nội thành
3.15,36.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,2.5,6.0,Hà Nội,Ngoại thành
7.69,57.0,3.0,4.0,True,True,True,True,Nhà trong hẻm,None,4.0,3.5,Hồ Chí Minh,Nội thành
9.8,90.0,4.0,4.0,False,False,False,False,Nhà mặt tiền,None,12.0,4.5,Hà Nội,Ngoại thành
2.6,38.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,3.3,Hà Nội,Nội thành
11.5,85.0,6.0,5.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Ngoại thành
2.55,34.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,3.1,Hà Nội,Nội thành
3.49,56.6365468104736,4.0,5.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
11.9,100.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,6.0,7.0,Hà Nội,Nội thành
3.5,52.0,4.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Nội thành
5.9,47.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
3.1,40.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
2.35,32.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,3.5,Hà Nội,Nội thành
3.6,38.0,4.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Nội thành
2.55,41.0,3.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
2.6,28.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Nội thành
4.6,60.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
3.15,39.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
1.95,25.0,3.0,2.0,True,True,True,True,Nhà trong hẻm,None,3.0,4.0,Hà Nội,Nội thành
3.5,40.0,5.0,5.0,True,True,True,False,Nhà trong hẻm,None,4.0,4.0,Hà Nội,Nội thành
5.8,50.0,5.0,6.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
7.9,50.0,2.0,3.0,True,True,True,True,Nhà trong hẻm,None,4.0,3.6,Hồ Chí Minh,Nội thành
8.0,104.0,2.0,2.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.447257932086094,Hà Nội,Ngoại thành
13.8,60.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,6.0,Hồ Chí Minh,Nội thành
4.8,35.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,6.0,4.0,Hà Nội,Nội thành
2.69,43.0,5.0,4.0,False,False,False,False,Nhà trong hẻm,None,3.0,4.447257932086094,Hà Nội,Ngoại thành
6.7,50.0,5.0,5.0,True,True,True,True,Nhà trong hẻm,None,7.0,5.0,Hà Nội,Nội thành
8.5,60.0,5.0,7.0,False,False,False,False,Nhà trong hẻm,None,4.0,4.0,Hồ Chí Minh,Nội thành
10.0,61.0,7.0,8.0,True,True,True,True,Nhà trong hẻm,None,4.5,4.0,Hà Nội,Ngoại thành
6.0,37.0,4.0,5.0,True,True,True,True,Nhà trong hẻm,None,4.0,3.5,Hồ Chí Minh,Nội thành
14.7,60.0,4.0,6.0,True,True,True,True,Nhà trong hẻm,None,4.5,4.0,Hồ Chí Minh,Nội thành
7.15,50.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,5.0,4.0,Hà Nội,Nội thành
5.15,50.0,4.0,4.0,False,False,False,False,Nhà trong hẻm,None,12.0,4.5,Hà Nội,Ngoại thành
3.85,45.0,5.0,3.0,True,True,True,True,Nhà trong hẻm,None,5.0,5.0,Hà Nội,Nội thành
4.0,32.0,2.0,2.0,True,True,True,True,Nhà trong hẻm,None,4.0,4.0,Hồ Chí Minh,Nội thành
4.5,54.0,4.0,4.0,True,True,True,True,Nhà trong hẻm,None,1.5,3.8,Hà Nội,Nội thành
